Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Mead, Richelle",Vampire Academy (Vampire Academy Series),Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Mead, Richelle",Vampire Academy (Vampire Academy Series),Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Meddour, Wendy",Lubna and Pebble,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Meddour, Wendy",Lubna and Pebble,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Medina, Juana",Juana & Lucas (Juana and Lucas Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Medina, Meg",Burn Baby Burn,Banned in Libraries,,Indiana,Middlebury Community Schools,2021-12-01,Administrator,40.273502,-86.126976
"Medina, Meg",Burn Baby Burn,Banned in Classrooms,,Texas,Richardson Independent School District,2021-09-01,Administrator,31.0,-100.0
"Medina, Meg","Mango, Abuela, and Me",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Medina, Meg",Yaqui Delgado Wants to Kick Your Ass,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Medina, Nico",What Was Stonewall? (What was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Medina, Nico",Who Was Aretha Franklin? (Who was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Medina, Tony",I Am Alfonso Jones,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Mejia, Tehlor Kay",We Set the Dark on Fire (We Set the Dark on Fire Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Melleby, Nicole",In the Role of Brie Hutchens...,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Meltzer, Brad","I am Martin Luther King, Jr.",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Meltzer, Brad",I Am Rosa Parks,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Melvin, Leland",Chasing Space Young Readers' Edition,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Memory, Jelani",A Kids Book About Racism,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mendez, Yamile Saied",¿De Dónde Eres?/Where Are You From?,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mesrobian, Carrie",Cut Both Ways,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Mesrobian, Carrie",Cut Both Ways,Banned in Libraries and Classrooms,,Texas,Prosper Independent School District,2022-03-01,Administrator,31.0,-100.0
"Mesrobian, Carrie",Perfectly Good White Boy,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Mesrobian, Carrie",Sex & Violence,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Meyer, Marissa",Fairest: Levana's Story (The Lunar Chronicles Series),Banned in Libraries,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Meyer, Stephenie",Eclipse (Twilight Series),Banned in Libraries,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"Meyers, Susan",Everywhere Babies,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Mian, Zanib",Planet Omar: Accidental Trouble Magnet (Planet Omar Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mian, Zanib",Planet Omar: Epic Hero Flop (Planet Omar Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mian, Zanib",Planet Omar: Incredible Rescue Mission (Planet Omar Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mian, Zanib",Planet Omar: Unexpected Super Spy (Planet Omar Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Beware the Werewolf (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Campfire Stories (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés","Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Major Monster Mess (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés","Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés","Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",The Haunted House Next Door (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",The Scary Library Shusher (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Miedoso, Andrés",Who Wants I Scream? (Desmond Cole Ghost Patrol Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mikaelsen, Ben",Touching Spirit Bear (Spirit Bear Series),Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Mikuta, Zoe Hana",Gearbreakers (Gearbreakers Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Miller, J. P.",Brave Leaders and Activists,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Miller, Linsey",What We Devour,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Miller, Natalie Davis",Swimming with Faith: The Missy Franklin Story (ZonderKidz Biography Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Miller, Sharee",Don't Touch My Hair!,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Millner, Denene",Early Sunday Morning,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Millner, Denene",Early Sunday Morning,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mitchell, Margaree King",Uncle Jed's Barber Shop,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Mitchell, Saundra",All the Things We Do in the Dark,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Mitchell, Saundra",All the Things We Do in the Dark,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Mitchell, Saundra",Out Now: Queer We Go Again!,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Mochizuki, Ken",Baseball Saved Us,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Monjo, F.N.",The Drinking Gourd: A Story of the Underground Railroad,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Montoya, Paco",No One Knows About You,Banned in Libraries,,Texas,Katy Independent School District,2022-04-01,Administrator,31.0,-100.0
"Mooney, Carla",Should Abortion Be Legal?,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Moore Jr., Eddie",The Guide for White Women Who Teach Black Boys,Banned in Classrooms,"Penick-Parks, Marguerite W.; Michael, Ali",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Moore, Alan",V for Vendetta,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Moore, Alan",V for Vendetta,Banned in Classrooms,,Texas,Leander Independent School District,2021-09-01,Administrator,31.0,-100.0
"Moore, Alan",V for Vendetta,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Moore, Darnell L.",No Ashes in the Fire: Coming of Age Black and Free in America,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Moore, Wes",Discovering Wes Moore,Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Mora, Oge",Saturday,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mora, Oge","Thank You, Omu!",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mora, Pat",Love to Mama: A Tribute To Mothers,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morales, Yuyi",Dreamers,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morales, Yuyi",Dreamers,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Morales, Yuyi",Little Night/Nochecita,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morales, Yuyi",Niño Wrestles the World (Niño Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morales, Yuyi",Niño Wrestles the World (Niño Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Moreland, Miel",It Goes Like This,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Morris, Monique W.",Pushout: The Criminalization of Black Girls in Schools,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Morrison, Toni",Beloved,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned in Libraries,,Florida,Polk County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned Pending Investigation,,Florida,Santa Rosa County District Schools,2022-04-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned in Libraries,,Florida,St. Lucie Public Schools,2021-12-01,Formal Challenge,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Morrison, Toni",Beloved,Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Morrison, Toni",Beloved,Banned in Libraries,,Mississippi,Madison County Schools,2022-04-01,Administrator,33.0,-90.0
"Morrison, Toni",Beloved,Banned in Libraries,,Texas,Katy Independent School District,2022-02-01,Administrator,31.0,-100.0
"Morrison, Toni",Beloved,Banned Pending Investigation,,Texas,Klein Independent School District,2021-11-01,Administrator,31.0,-100.0
"Morrison, Toni",Peeny Butter Fudge,Banned in Classrooms,"Morrison, Slade",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Morrison, Toni",The Bluest Eye,Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-02-01,Administrator,27.994402,-81.760254
"Morrison, Toni",The Bluest Eye,Banned in Libraries,,Florida,Polk County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,,Florida,Santa Rosa County District Schools,2022-04-01,Administrator,27.994402,-81.760254
